CodigoEstacion,NombreEstacion,Latitud,Longitud,Altitud,Categoria,Entidad,AreaOperativa,Departamento,Municipio,FechaInstalacion,FechaSuspension,IdParametro,Etiqueta,DescripcionSerie,Frecuencia,Fecha,Valor,Grado,Calificador,NivelAprobacion
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-01-20 00:00,19.2,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-01-21 00:00,20.6,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-01-23 00:00,17,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-01-24 00:00,18.4,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-01-25 00:00,21.8,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-01-26 00:00,22.2,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-01-27 00:00,24,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-01-28 00:00,22.6,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-01-30 00:00,22.8,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-01-31 00:00,22.2,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-01 00:00,22.4,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-02 00:00,22,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-03 00:00,22.4,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-04 00:00,22,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-06 00:00,19,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-07 00:00,21.6,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-08 00:00,23.2,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-09 00:00,20.8,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-10 00:00,21,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-11 00:00,21.2,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-13 00:00,20,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-14 00:00,20.6,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-15 00:00,20,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-16 00:00,21.8,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-17 00:00,23,50,,900
21206260,C.UNIV.AGROP-UDCA [21206260],4.7986388890,-74.04972222,2570,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 11 - Cundinamarca-Amazonas,Bogota,"Bogota, D.C",15/12/1988 00:00,,TEMPERATURA,TMX_CON,Temperatura máxima diaria,Diaria,2023-02-18 00:00,22,50,,900
